title,page_title,type_main,type_sub,faction,grade,grade_raw,grade_sort,inner_property,positive_effect_raw,negative_effect_raw,effect_summary_raw,effect_tags,effect_tags_fine,recommend_path_lv1,recommend_path_lv2,recommend_path_lv3,build_bucket_lv1,build_bucket_lv2,build_bucket_source,build_bucket_confidence,requirement_attr_raw,requirement_attainment_raw,performance_note_raw,sources,confidence,notes
狮相金砂掌,功法/狮相金砂掌,摧破,拳掌,狮相门,5,秘·五品,5,金刚,此功法对敌人手臂造成的直接伤势标记将变化为更难恢复的旧时伤势,此功法对敌人手臂造成的直接伤害提高45%；此功法发挥一成威力时，将敌人所有破绽的持续时间变化为最大,“黄痂生三层，手上铺金砂，钻墙可成洞，肉掌变铁叉”。狮相金砂掌非莫大毅力不能练就，其掌力凌厉有如钢刀，中者筋断骨折，可谓无坚不催。,威力|命中|持续|恢复,辅助|增伤|控制|破绽联动|伤势联动|回复,,,,摧破,辅助类,inferred,medium,"膂力：90
体质：100",拳掌造诣：300,,功法/狮相金砂掌,high,目录外功法
金觞玉鼎拳,功法/金觞玉鼎拳,摧破,拳掌,璇女派,5,秘·五品,5,玄阴,此功法发挥八成威力后，运用者获得10层此效果：运用者以摧破类功法向敌人施加的寒毒由「生毒」提升为「剧毒」、由「剧毒」提升为「奇毒」，且运用者带有寒毒的摧破类功法的施展速度大幅提高,此功法发挥八成威力后，运用者获得10层此效果：敌人以摧破类功法向运用者施加的寒毒由「奇毒」降低为「剧毒」、由「剧毒」降低为「生毒」，且敌人带有寒毒的摧破类功法的施展速度大幅降低,“气汇云门沉玉鼎，力走孔最铸金觞”。金觞玉鼎拳灵动小巧，招式繁密，真气精纯透如玉鼎，拳力精强固若金觞，故名“金觞玉鼎”。,威力|真气|持续,辅助|机动|资源|施展速度,,,,摧破,辅助类,inferred,medium,"灵敏：60
根骨：50
悟性：50","拳掌造诣：300
绘画造诣：240
道法造诣：240",,功法/金觞玉鼎拳,high,目录外功法
乱飞蝗,功法/乱飞蝗,摧破,暗器,界青门,5,秘·五品,5,玄阴,开始施展此功法时，运用者最前列拥有越多连续的「杀」式，就为敌人添加越多随机部位的破绽；每当运用者使用的兵器切换为「暗器」时，如果敌人在此功法的攻击范围内，从施展进度50%开始无消耗施展此功法攻击敌人，但此功法威力减半，造成的破绽数量也会减半,开始施展此功法时，敌人最前列拥有越多连续的「杀」式，就为敌人添加越多随机部位的破绽；每当运用者使用的兵器切换为「暗器」时，如果敌人在此功法的攻击范围内，从施展进度50%开始无消耗施展此功法攻击敌人，但此功法威力减半，造成的破绽数量也会减半,乱飞蝗讲究：“见物便抓，随抓随掷，十指连珠，间不容息”，看似杂乱无章，实则杂中有序，乱中有度，非应变奇速，功力精湛者不能施为。,威力|破体|命中,辅助|控制|资源|破绽联动|距离控制,,,,摧破,辅助类,inferred,medium,"灵敏：110
悟性：50","暗器造诣：300
弈棋造诣：240
术数造诣：240",,功法/乱飞蝗,high,目录外功法
杀剑,功法/杀剑,摧破,剑法,界青门,5,秘·五品,5,玄阴,以此功法攻击敌人时，运用者拥有的所有「杀」式均被视为敌人被攻击部位的额外破绽；如果运用者蓄式的最前列为「杀」式，消耗运用者蓄式最前列所有连续的「杀」式，造成额外的重创伤害,以此功法攻击敌人时，敌人拥有的所有「杀」式均被视为敌人被攻击部位的额外破绽；如果敌人蓄式的最前列为「杀」式，消耗敌人蓄式最前列所有的连续的「杀」式，造成额外的重创伤害,杀剑凌厉狠恶，只攻不守，乃是有进无退，有死无生之绝命剑法。杀剑一起，运剑者必置生死于度外，敌死方收，至死方休。,命中,辅助|控制|资源|命中触发|破绽联动|伤势联动,,,,摧破,辅助类,inferred,medium,灵敏：160,"剑法造诣：300
术数造诣：300",,功法/杀剑,high,目录外功法
漫天花雨式,功法/漫天花雨式,摧破,指法,百花谷,5,秘·五品,5,玄阴,"此功法每发挥一成威力，运用者就有较低的几率对敌人额外造成1个封穴
发挥的每一成威力都会独立进行封穴判定，每次判定几率为30%","此功法每发挥一成威力，运用者就有较低的几率对敌人额外造成1个破绽
发挥的每一成威力都会独立进行破绽判定，每次判定几率为30%",漫天花雨式自上而下，凌空而发，每出一指均含七七四十九种方位变化，好似前后左右并四面八方齐至，令人左支右吾，应接不暇。,威力|命中,辅助|控制|封穴联动|破绽联动,,,,摧破,辅助类,inferred,medium,"灵敏：80
定力：45
悟性：35","指法造诣：300
医术造诣：300",,功法/漫天花雨式,high,目录外功法
丹砂神掌,功法/丹砂神掌,摧破,拳掌,空桑派,5,秘·五品,5,归元,"此功法发挥八成威力时，将敌人所中最深的新增毒素吸收，并将敌人因毒素被吸收而消失的中毒标记变化为随机部位的伤势标记；此功法发挥八成威力后，运用者获得3层此效果：每当运用者击中敌人，将此功法吸收的毒素施加给敌人，且无视敌人的毒素抵抗，除非敌人对应毒素抵抗为“不侵”
吸收后每次攻击施加已吸收毒素含量的50%的毒素","此功法发挥八成威力时，将运用者所中最深的新增毒素吸收，并将运用者因毒素被吸收而消失的中毒标记变化为随机部位的伤势标记；此功法发挥八成威力后，运用者获得3层此效果：每当运用者击中敌人，将此功法吸收的毒素施加给敌人，且无视敌人的毒素抵抗，除非敌人对应毒素抵抗为“不侵”
吸收后每次攻击施加已吸收毒素含量的50%的毒素",丹砂神掌剧毒无比，毒性异常猛烈。修习此毒掌者以阴气储丹砂之精于“天宗”，即可于自身无碍；以阳气发丹砂之毒于“阳谷”，即可致人于死命。,威力|命中|持续,辅助|中毒联动|伤势联动,,,,摧破,辅助类,inferred,medium,"体质：60
根骨：50
悟性：50","拳掌造诣：300
医术造诣：240
毒术造诣：240",,功法/丹砂神掌,high,目录外功法
青蛟铁须指,功法/青蛟铁须指,摧破,指法,空桑派,5,秘·五品,5,归元,此功法对敌人手臂造成的直接伤势标记将变化为更难恢复的旧时伤势,此功法对敌人手臂造成的直接伤害提高45%；此功法发挥至少一成威力时，将敌人所有封穴的持续时间变化为最大,青蛟铁须指乃空桑派之独门绝技，出手之时，五指如须髯戟张，齐发齐收，指力好似铁剪钢鞭，击石有声，抓木成痕，又怪又奇。,威力|命中|持续|恢复,辅助|增伤|控制|封穴联动|伤势联动|回复,,,,摧破,辅助类,inferred,medium,"体质：45
根骨：70
悟性：45","指法造诣：300
医术造诣：240
毒术造诣：240",,功法/青蛟铁须指,high,目录外功法
毒龙爪,功法/毒龙爪,摧破,指法,血犼教,5,秘·五品,5,归元,此功法发挥八成威力后，运用者获得10层此效果：运用者以摧破类功法向敌人施加的赤毒由「生毒」提升为「剧毒」、由「剧毒」提升为「奇毒」，且运用者带有赤毒的摧破类功法的施展速度大幅提高,此功法发挥八成威力后，运用者获得10层此效果：敌人以摧破类功法向运用者施加的赤毒由「奇毒」降低为「剧毒」、由「剧毒」降低为「生毒」，且敌人带有赤毒的摧破类功法的施展速度大幅降低,所谓：“邪妄生毒龙，妖魔与心通”。毒龙爪能五指齐发黑雾，极其骇人，其恶毒直攻心肺，中者五日后必口喷黑水而死。,威力|持续,辅助|机动|施展速度,,,,摧破,辅助类,inferred,medium,"膂力：80
体质：40
根骨：40","指法造诣：300
毒术造诣：240
杂学造诣：240",,功法/毒龙爪,high,目录外功法
血煞掌,功法/血煞掌,摧破,拳掌,血犼教,5,秘·五品,5,归元,开始施展此功法时，敌人“伤坏”的部位越多，此功法的威力就提高越多；此功法发挥七成威力时，使敌人有外伤的胸背“胸背伤坏”；“胸背伤坏”者的提气无法超过60%，且受创者胸背的外伤标记达到4个即视为胸背残毁，直到受创者治愈了所有胸背的外伤，此创伤才会消失,开始施展此功法时，敌人“剧痛”的部位越多，此功法的威力就提高越多；此功法发挥七成威力时，使敌人有内伤的胸背“胸背剧痛”；“胸背剧痛”者的提气无法超过60%，且受创者胸背的内伤标记达到4个即视为胸背残毁，直到受创者治愈了所有胸背的内伤，此创伤才会消失,血煞掌凶狠暴戾，毒性猛烈，需以自身鲜血催动毒质，正是：“见血而发，愈伤愈狂”。因各人血质不同，所发毒性亦有不同变化。,威力|持续|恢复,辅助|生存|资源|伤势联动|回复,摧破,辅助类,,摧破,辅助类,recommendation_page,high,"膂力：90
体质：70","拳掌造诣：300
毒术造诣：240
杂学造诣：240",,功法/血煞掌|前期功法推荐,high,
朱蟾毒掌,功法/朱蟾毒掌,摧破,拳掌,五仙教,4,极·四品,6,紫霞,此功法发挥八成威力时，敌人的赤毒标记越多，就向敌人添加越多随机部位的外伤标记及破绽,此功法发挥八成威力时，运用者的赤毒标记越多，就向敌人添加越多随机部位的外伤标记及破绽,朱蟾毒掌出掌之前必先全身蓄力，随即飞身跃出，其力道之强，毒性之猛，不仅非血肉之躯能够承受，任何铁衣金甲亦触之即溃。,威力|命中,辅助|控制|破绽联动,,,,摧破,辅助类,inferred,medium,"根骨：110
悟性：65","拳掌造诣：350
毒术造诣：350",,功法/朱蟾毒掌,high,目录外功法
神尺斩妖剑,功法/神尺斩妖剑,摧破,剑法,五仙教,4,极·四品,6,紫霞,此功法发挥八成威力时，使敌人的3个「归元」功法、2个「玄阴」功法、1个「紫霞」功法被短时间「封禁」,此功法发挥八成威力时，使敌人的3个「归元」功法、2个「玄阴」功法、1个「紫霞」功法的威力降低，持续直到战斗结束,神尺斩妖剑古怪玄奇，能以运剑之时所发的无形剑气伤敌，剑气之中且生有陆离光彩，幻化而无定，似有斩妖除魔之神力也。,威力|持续,辅助|控制|封禁功法,,,,摧破,辅助类,inferred,medium,"灵敏：110
根骨：65","剑法造诣：350
毒术造诣：350",,功法/神尺斩妖剑,high,目录外功法
五丁开山腿,功法/五丁开山腿,摧破,腿法,元山派,4,极·四品,6,归元,此功法发挥九成威力时，使敌人的3个「玄阴」功法、2个「纯阳」功法、1个「归元」功法被短时间「封禁」,此功法发挥九成威力时，使敌人的3个「玄阴」功法、2个「纯阳」功法、1个「归元」功法的威力降低，持续直到战斗结束,“五丁者，古之五力士也，千斤力，无人敌”。五丁开山腿共有搬、移、倒、辟、开五式，可谓踏石可开山，投足可辟路，力大无比，威力无穷。,威力|持续,辅助|控制|封禁功法,,,,摧破,辅助类,inferred,medium,"膂力：85
定力：35
体质：55","腿法造诣：350
道法造诣：280
佛学造诣：280",,功法/五丁开山腿,high,目录外功法
通身千手法,功法/通身千手法,摧破,指法,峨眉派,4,极·四品,6,紫霞,此功法无法被「封禁」、「打断」；此功法发挥九成威力时，运用者获得3层此效果：每当运用者化解敌人的兵器攻击，运用者的下一次兵器攻击无需准备,此功法无法被「封禁」、「打断」；此功法发挥九成威力时，运用者获得3层此效果：每当敌人化解运用者的兵器攻击，运用者的下一次兵器攻击无需准备,通身千手法有千招千式亦无一招一式，一切心随神主，动静从心。所谓：“百折连腰尽无骨，一撒通身皆是手”，堪称峨眉功法之至奇也。,威力|护体|持续,辅助|生存|控制|封禁功法|化解,,,,摧破,辅助类,inferred,medium,"灵敏：75
定力：50
悟性：50","指法造诣：350
道法造诣：280
佛学造诣：280",,功法/通身千手法,high,目录外功法
金刚般若刀,功法/金刚般若刀,摧破,刀法,无量金刚宗,4,极·四品,6,金刚,此功法发挥八成威力时，使敌人的3个「紫霞」功法、2个「归元」功法、1个「金刚」功法被短时间「封禁」,此功法发挥八成威力时，使敌人的3个「紫霞」功法、2个「归元」功法、1个「金刚」功法威力降低，持续直到战斗结束,“金刚般若”即金刚之真智、真力也。金刚般若刀乃金刚宗刀法之精义，力量极强，威力极大，无论受到何等阻碍，其刀力绝无退减，其刀势绝无转移。,威力|持续,辅助|控制|封禁功法,,,,摧破,辅助类,inferred,medium,"膂力：75
定力：50
体质：50","刀法造诣：350
佛学造诣：350",,功法/金刚般若刀,high,门派标准化：金刚宗 -> 无量金刚宗；目录外功法
金刚诛灭手,功法/金刚诛灭手,摧破,拳掌,无量金刚宗,4,极·四品,6,金刚,此功法发挥一成威力后，如果运用者至少拥有2个「崩」式，运用者就会仅消耗2个「崩」式，从施展进度50%开始立即再次施展此功法攻击敌人，以此方式施展此功法时，此功法的威力小幅累积提高，持续直到运用者无法再连续施展出此功法，且此功法会由正练转变为逆练,开始施展此功法时，将运用者所有可用的式变化为「崩」式，变化的「崩」式越多，此功法的威力就提高越多；此功法施展结束后，会由逆练转变为正练,金刚诛灭手狠辣绝伦。其手法共有六式，行功者之面色亦会随着这六式而显示出“青，黄，赤，白，空，碧”六种变化，正是“金刚真谛之六色”也。,威力|持续,辅助|控制|资源|式联动,,,,摧破,辅助类,inferred,medium,"膂力：90
定力：50
体质：35","拳掌造诣：350
佛学造诣：350",,功法/金刚诛灭手,high,门派标准化：金刚宗 -> 无量金刚宗；目录外功法
